                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 6.2226,                 25.013,                 4.8087,                      0,                      0,                      0,                      0,                 6.6184,                 14.092,                 4.1599,                 0.0946,                 0.0006,                 0.0006
