                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.0011,                 5.2085,                 4.3118,                0.00081,                0.05949,                0.00061,                0.00018,                 3.5919,                 65.499,                 4.1969,               0.070108,              0.0033213,              0.0033213
